#orders Ber_mgg Exp_mgg Pow_mgg Ber_mjj Exp_mjj Pow_mjj
cat0: 1 1 1 1 1 1 Ber1_Pow1 
cat1: 1 1 1 1 1 1 Ber1_Exp1,Pow1_Exp1,Exp1_Exp1
cat2: 1 1 1 1 1 1 Pow1_Ber1
cat3: 1 1 1 1 1 1 Ber1_Pow1
cat4: 1 1 1 1 1 1 Exp1_Ber1
cat5: 1 1 1 1 1 1 Pow1_Pow1,Exp1_Ber1,Exp1_Exp1
cat6: 2 1 1 1 1 1 Exp1_Exp1,Exp1_Ber1,Pow1_Ber1
cat7: 3 1 1 1 1 1 Pow1_Exp1
cat8: 1 1 1 1 1 1 Pow1_Ber1
cat9: 1 1 1 1 1 1 Exp1_Ber1
cat10: 3 1 1 1 1 1 Pow1_Ber1
cat11: 4 1 1 1 1 1 Ber4_Ber1
