58.46275185	7.839696934	8.007914448
58.46993542	7.840656304	8.008734296
58.47761906	7.841682427	8.009611022
58.48584848	7.842781462	8.010549848
58.49469255	7.843962607	8.011558698
58.50421105	7.845233845	8.01264403
58.51449545	7.846607355	8.01381652
58.52563757	7.848095374	8.015086488
58.53774466	7.849712383	8.016465961
58.55095803	7.85147703	8.017971042
58.56542311	7.853408993	8.019618047
58.58133983	7.855534769	8.021429716
58.59892736	7.857883689	8.023430563
58.61846716	7.860493495	8.025652602
58.64030008	7.863409544	8.028133908
58.66485546	7.866689193	8.030922868
58.6926694	7.870404234	8.034079641
58.72444405	7.874648319	8.037683046
58.76107189	7.879540715	8.041832745
58.80375248	7.885241776	8.046662567
58.85410507	7.891967832	8.052352541
58.91438425	7.900020065	8.059152652
58.98779093	7.909826467	8.067415736
59.07903619	7.922016695	8.077657792
59.19531575	7.937552735	8.090659926
59.34804856	7.957961638	8.107644303
59.55606772	7.985763509	8.130577823
59.85065576	8.025148128	8.162553314
60.27390727	8.081778966	8.206860361
60.69941617	8.138936939	8.241985032
57.33547631	7.691186308	7.795470992
49.83223873	6.688773991	6.954170889
53.70484171	7.204789344	7.444221262
55.41510304	7.43291832	7.650765521
56.22467424	7.540942066	7.74710891
56.68326712	7.602139645	7.801279391
56.97524093	7.641106868	7.835595356
57.17653446	7.667973943	7.85916999
57.3233842	7.687575377	7.876323284
57.43510764	7.702488905	7.889347197
57.52288934	7.714206959	7.899563501
57.59364409	7.723652378	7.907787373
57.65187361	7.731425918	7.914548011
57.70061721	7.737933202	7.920202035
57.74201448	7.743459906	7.925000071
57.77760118	7.748210904	7.929121853
57.80852072	7.752338925	7.932700845
57.83563321	7.755958707	7.935837624
57.8595974	7.759158168	7.938608655
57.88093479	7.762006932	7.941075035
57.90004621	7.76455854	7.943283206
57.91727021	7.766858155	7.945272647
57.93287194	7.768941247	7.947074215
57.94706414	7.770836098	7.94871231
57.96003744	7.772568323	7.950209693
57.97193554	7.774156841	7.95158239
57.98288972	7.775619419	7.952845985
57.99300635	7.77697023	7.954012688
58.00237849	7.778221534	7.955093337
58.01108723	7.779384356	7.956097322
58.01919875	7.780467406	7.957032348
58.02677274	7.78147874	7.957905298
58.03385728	7.782424549	7.958721444
58.04050633	7.783312411	7.959487647
58.0467539	7.784146604	7.960207291
58.05263205	7.784931479	7.960884419
58.05817689	7.78567188	7.961523052
58.06341891	7.786371734	7.962126693
58.06837906	7.787033982	7.962697873
58.07307307	7.78766078	7.963238224
58.07753281	7.788256302	7.963751678
58.08176995	7.788822046	7.964239567
58.08580053	7.789360269	7.964703503
58.08963554	7.789872351	7.96514483
58.09329852	7.790361384	7.965566454
58.09679239	7.790827897	7.96596845
58.10013387	7.791274092	7.966353
58.1033313	7.791701008	7.966720915
58.10638915	7.792109322	7.967072701
58.10932395	7.792501178	7.967410377
